nct_id,downcase_mesh_term,mesh_type
NCT01039103,autoimmune diseases,mesh-ancestor
NCT01039103,immune system diseases,mesh-ancestor
NCT00623415,multiple sclerosis,mesh-list
NCT00623415,"multiple sclerosis, relapsing-remitting",mesh-list
NCT00623415,sclerosis,mesh-list
NCT00623415,pathologic processes,mesh-ancestor
NCT00623415,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT00623415,autoimmune diseases of the nervous system,mesh-ancestor
NCT00623415,nervous system diseases,mesh-ancestor
NCT00623415,demyelinating diseases,mesh-ancestor
NCT00623415,autoimmune diseases,mesh-ancestor
NCT00623415,immune system diseases,mesh-ancestor
NCT01088256,neuralgia,mesh-list
NCT01088256,radiculopathy,mesh-list
NCT01088256,polyneuropathies,mesh-list
NCT01088256,hyperalgesia,mesh-list
NCT01088256,"neuralgia, postherpetic",mesh-list
NCT01088256,peripheral nerve injuries,mesh-list
NCT01088256,causalgia,mesh-list
NCT01088256,peripheral nervous system diseases,mesh-ancestor
NCT01088256,neuromuscular diseases,mesh-ancestor
NCT01088256,nervous system diseases,mesh-ancestor
NCT01088256,pain,mesh-ancestor
NCT01088256,neurologic manifestations,mesh-ancestor
NCT01088256,somatosensory disorders,mesh-ancestor
NCT01088256,sensation disorders,mesh-ancestor
NCT01088256,"trauma, nervous system",mesh-ancestor
NCT01088256,wounds and injuries,mesh-ancestor
NCT01088256,complex regional pain syndromes,mesh-ancestor
NCT01088256,autonomic nervous system diseases,mesh-ancestor
NCT00564993,tetralogy of fallot,mesh-list
NCT00564993,"heart defects, congenital",mesh-ancestor
NCT00564993,cardiovascular abnormalities,mesh-ancestor
NCT00564993,cardiovascular diseases,mesh-ancestor
NCT00564993,congenital abnormalities,mesh-ancestor
NCT00567801,ischemia,mesh-list
NCT00567801,pathologic processes,mesh-ancestor
NCT00578097,"urinary bladder, overactive",mesh-list
NCT00578097,urinary bladder diseases,mesh-ancestor
NCT00578097,urologic diseases,mesh-ancestor
NCT00578097,lower urinary tract symptoms,mesh-ancestor
NCT00578097,urological manifestations,mesh-ancestor
NCT00586794,pulmonary arterial hypertension,mesh-list
NCT00586794,familial primary pulmonary hypertension,mesh-list
NCT00586794,hypertension,mesh-list
NCT00586794,eisenmenger complex,mesh-list
NCT00586794,vascular diseases,mesh-ancestor
NCT00586794,cardiovascular diseases,mesh-ancestor
NCT00586794,"hypertension, pulmonary",mesh-ancestor
NCT00586794,lung diseases,mesh-ancestor
NCT00586794,respiratory tract diseases,mesh-ancestor
NCT00586794,"heart defects, congenital",mesh-ancestor
NCT00586794,cardiovascular abnormalities,mesh-ancestor
NCT00586794,heart diseases,mesh-ancestor
NCT00586794,congenital abnormalities,mesh-ancestor
NCT01098656,lymphoma,mesh-list
NCT01098656,neoplasms by histologic type,mesh-ancestor
NCT01098656,neoplasms,mesh-ancestor
NCT01098656,lymphoproliferative disorders,mesh-ancestor
NCT01098656,lymphatic diseases,mesh-ancestor
NCT01098656,immunoproliferative disorders,mesh-ancestor
NCT01098656,immune system diseases,mesh-ancestor
NCT01111448,preleukemia,mesh-list
NCT01111448,syndrome,mesh-list
NCT01215266,urinary bladder neoplasms,mesh-list
NCT01215266,urologic neoplasms,mesh-ancestor
NCT01215266,urogenital neoplasms,mesh-ancestor
NCT01215266,neoplasms by site,mesh-ancestor
NCT01215266,neoplasms,mesh-ancestor
NCT01215266,urinary bladder diseases,mesh-ancestor
NCT01215266,urologic diseases,mesh-ancestor
NCT01058759,lung neoplasms,mesh-list
NCT01058759,"carcinoma, non-small-cell lung",mesh-list
NCT01058759,respiratory tract neoplasms,mesh-ancestor
NCT01058759,thoracic neoplasms,mesh-ancestor
NCT01058759,neoplasms by site,mesh-ancestor
NCT01058759,neoplasms,mesh-ancestor
NCT01058759,lung diseases,mesh-ancestor
NCT01058759,respiratory tract diseases,mesh-ancestor
NCT01058759,"carcinoma, bronchogenic",mesh-ancestor
NCT01058759,bronchial neoplasms,mesh-ancestor
NCT01118455,seizures,mesh-list
NCT01118455,nervous system diseases,mesh-ancestor
NCT01118455,neurologic manifestations,mesh-ancestor
NCT01148264,vomiting,mesh-list
NCT01148264,"signs and symptoms, digestive",mesh-ancestor
NCT01187888,paralysis,mesh-list
NCT01187888,"supranuclear palsy, progressive",mesh-list
NCT01187888,neurologic manifestations,mesh-ancestor
NCT01187888,nervous system diseases,mesh-ancestor
NCT01187888,basal ganglia diseases,mesh-ancestor
NCT01187888,brain diseases,mesh-ancestor
NCT01187888,central nervous system diseases,mesh-ancestor
NCT01187888,movement disorders,mesh-ancestor
NCT01187888,ophthalmoplegia,mesh-ancestor
NCT01187888,ocular motility disorders,mesh-ancestor
NCT01187888,cranial nerve diseases,mesh-ancestor
NCT01187888,tauopathies,mesh-ancestor
NCT01187888,neurodegenerative diseases,mesh-ancestor
NCT01187888,eye diseases,mesh-ancestor
NCT01203254,crohn disease,mesh-list
NCT01203254,malabsorption syndromes,mesh-list
NCT01203254,inflammatory bowel diseases,mesh-ancestor
NCT01203254,gastroenteritis,mesh-ancestor
NCT01203254,gastrointestinal diseases,mesh-ancestor
NCT01203254,digestive system diseases,mesh-ancestor
NCT01203254,intestinal diseases,mesh-ancestor
NCT01203254,metabolic diseases,mesh-ancestor
NCT01341106,hepatitis a,mesh-list
NCT01341106,hepatitis b,mesh-list
NCT01341106,"hepatitis b, chronic",mesh-list
NCT01341106,hepatitis,mesh-list
NCT01341106,"hepatitis, chronic",mesh-list
NCT01341106,liver cirrhosis,mesh-list
NCT01341106,fibrosis,mesh-list
NCT01341106,infections,mesh-ancestor
NCT01341106,liver diseases,mesh-ancestor
NCT01341106,digestive system diseases,mesh-ancestor
NCT01341106,"hepatitis, viral, human",mesh-ancestor
NCT01341106,virus diseases,mesh-ancestor
NCT01341106,enterovirus infections,mesh-ancestor
NCT01341106,picornaviridae infections,mesh-ancestor
NCT01341106,rna virus infections,mesh-ancestor
NCT01341106,pathologic processes,mesh-ancestor
NCT01341106,blood-borne infections,mesh-ancestor
NCT01341106,communicable diseases,mesh-ancestor
NCT01341106,hepadnaviridae infections,mesh-ancestor
NCT01341106,dna virus infections,mesh-ancestor
NCT01341340,atherosclerosis,mesh-list
NCT01341340,vascular diseases,mesh-list
NCT01341340,peripheral arterial disease,mesh-list
NCT01341340,peripheral vascular diseases,mesh-list
NCT01341340,arterial occlusive diseases,mesh-list
NCT01341340,ischemia,mesh-list
NCT01341340,pathologic processes,mesh-ancestor
NCT01341340,arteriosclerosis,mesh-ancestor
NCT01341340,cardiovascular diseases,mesh-ancestor
NCT01126866,intestinal diseases,mesh-ancestor
NCT01126866,carcinoma,mesh-list
NCT01126866,neoplasm metastasis,mesh-list
NCT01126866,colorectal neoplasms,mesh-list
NCT01126866,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01126866,neoplasms by histologic type,mesh-ancestor
NCT01126866,neoplasms,mesh-ancestor
NCT01126866,neoplastic processes,mesh-ancestor
NCT01126866,pathologic processes,mesh-ancestor
NCT01126866,intestinal neoplasms,mesh-ancestor
NCT01126866,gastrointestinal neoplasms,mesh-ancestor
NCT01126866,digestive system neoplasms,mesh-ancestor
NCT01126866,neoplasms by site,mesh-ancestor
NCT01126866,digestive system diseases,mesh-ancestor
NCT01126866,gastrointestinal diseases,mesh-ancestor
NCT01126866,colonic diseases,mesh-ancestor
NCT01126866,rectal diseases,mesh-ancestor
NCT01226238,depressive disorder,mesh-list
NCT01226238,"depressive disorder, major",mesh-list
NCT01226238,mood disorders,mesh-ancestor
NCT01226238,mental disorders,mesh-ancestor
NCT01231854,dermatitis,mesh-list
NCT01231854,skin diseases,mesh-ancestor
NCT02312479,apnea,mesh-ancestor
NCT00735722,atrial fibrillation,mesh-list
NCT00735722,arteriosclerosis,mesh-list
NCT00735722,coronary artery disease,mesh-list
NCT00735722,myocardial ischemia,mesh-list
NCT00735722,"arrhythmias, cardiac",mesh-ancestor
NCT00735722,heart diseases,mesh-ancestor
NCT00735722,cardiovascular diseases,mesh-ancestor
NCT00735722,pathologic processes,mesh-ancestor
NCT00735722,arterial occlusive diseases,mesh-ancestor
NCT00735722,vascular diseases,mesh-ancestor
NCT00735722,coronary disease,mesh-ancestor
NCT00822159,osteoporosis,mesh-list
NCT00822159,"fractures, bone",mesh-list
NCT00822159,hip fractures,mesh-list
NCT00822159,femoral fractures,mesh-list
NCT00822159,wounds and injuries,mesh-ancestor
NCT00822159,"bone diseases, metabolic",mesh-ancestor
NCT00822159,bone diseases,mesh-ancestor
NCT00822159,musculoskeletal diseases,mesh-ancestor
NCT00822159,metabolic diseases,mesh-ancestor
NCT00822159,hip injuries,mesh-ancestor
NCT00822159,leg injuries,mesh-ancestor
NCT00872547,arthritis,mesh-list
NCT00872547,osteoarthritis,mesh-list
NCT00872547,hip dislocation,mesh-list
NCT00872547,developmental dysplasia of the hip,mesh-list
NCT00872547,"hip dislocation, congenital",mesh-list
NCT00872547,slipped capital femoral epiphyses,mesh-list
NCT00872547,rheumatic diseases,mesh-list
NCT00872547,collagen diseases,mesh-list
NCT00872547,necrosis,mesh-list
NCT00872547,femoral fractures,mesh-list
NCT00872547,joint diseases,mesh-ancestor
NCT00872547,musculoskeletal diseases,mesh-ancestor
NCT00872547,connective tissue diseases,mesh-ancestor
NCT00872547,pathologic processes,mesh-ancestor
NCT00872547,"fractures, bone",mesh-ancestor
NCT00872547,wounds and injuries,mesh-ancestor
NCT00872547,leg injuries,mesh-ancestor
NCT00872547,joint dislocations,mesh-ancestor
NCT00872547,hip injuries,mesh-ancestor
NCT00872547,musculoskeletal abnormalities,mesh-ancestor
NCT00872547,congenital abnormalities,mesh-ancestor
NCT00872547,osteochondrodysplasias,mesh-ancestor
NCT00872547,bone diseases,mesh-ancestor
NCT01060423,colorectal neoplasms,mesh-list
NCT01060423,intestinal neoplasms,mesh-ancestor
NCT01060423,gastrointestinal neoplasms,mesh-ancestor
NCT01060423,digestive system neoplasms,mesh-ancestor
NCT01060423,neoplasms by site,mesh-ancestor
NCT01060423,neoplasms,mesh-ancestor
NCT01060423,digestive system diseases,mesh-ancestor
NCT01060423,gastrointestinal diseases,mesh-ancestor
NCT01060423,colonic diseases,mesh-ancestor
NCT00746720,osteoarthritis,mesh-list
NCT00746720,"osteoarthritis, hip",mesh-list
NCT00746720,arthritis,mesh-ancestor
NCT00746720,joint diseases,mesh-ancestor
NCT00746720,musculoskeletal diseases,mesh-ancestor
NCT00746720,rheumatic diseases,mesh-ancestor
NCT00683696,heart failure,mesh-list
NCT00683696,heart diseases,mesh-ancestor
NCT00683696,cardiovascular diseases,mesh-ancestor
NCT00939939,"diabetes mellitus, type 2",mesh-list
NCT00939939,diabetes mellitus,mesh-ancestor
NCT00939939,glucose metabolism disorders,mesh-ancestor
NCT00939939,metabolic diseases,mesh-ancestor
NCT00939939,endocrine system diseases,mesh-ancestor
NCT00823290,carcinoma,mesh-list
NCT00823290,"carcinoma, hepatocellular",mesh-list
NCT00823290,"neoplasms, glandular and epithelial",mesh-ancestor
NCT00823290,neoplasms by histologic type,mesh-ancestor
NCT00823290,neoplasms,mesh-ancestor
NCT00823290,adenocarcinoma,mesh-ancestor
NCT00823290,liver neoplasms,mesh-ancestor
NCT00823290,digestive system neoplasms,mesh-ancestor
NCT00823290,neoplasms by site,mesh-ancestor
NCT00823290,digestive system diseases,mesh-ancestor
NCT00823290,liver diseases,mesh-ancestor
NCT00274651,"lymphoma, t-cell, peripheral",mesh-list
NCT00274651,"lymphoma, t-cell, cutaneous",mesh-list
NCT00274651,neoplasms by histologic type,mesh-ancestor
NCT00274651,neoplasms,mesh-ancestor
NCT00274651,lymphoproliferative disorders,mesh-ancestor
NCT00274651,lymphatic diseases,mesh-ancestor
NCT00274651,immunoproliferative disorders,mesh-ancestor
NCT00274651,immune system diseases,mesh-ancestor
NCT00878046,osteoarthritis,mesh-list
NCT00878046,arthritis,mesh-ancestor
NCT00878046,joint diseases,mesh-ancestor
NCT00878046,musculoskeletal diseases,mesh-ancestor
NCT00878046,rheumatic diseases,mesh-ancestor
NCT00806468,parkinsonian disorders,mesh-ancestor
NCT00806468,basal ganglia diseases,mesh-ancestor
NCT00806468,brain diseases,mesh-ancestor
NCT00806468,central nervous system diseases,mesh-ancestor
NCT00806468,nervous system diseases,mesh-ancestor
NCT00806468,movement disorders,mesh-ancestor
NCT00806468,synucleinopathies,mesh-ancestor
NCT02539680,kidney diseases,mesh-list
NCT02539680,"renal insufficiency, chronic",mesh-list
NCT02539680,urologic diseases,mesh-ancestor
NCT02539680,renal insufficiency,mesh-ancestor
NCT00983151,premature birth,mesh-list
NCT00983151,premature ejaculation,mesh-list
NCT00983151,"obstetric labor, premature",mesh-ancestor
NCT00932724,colorectal neoplasms,mesh-list
NCT00932724,intestinal neoplasms,mesh-ancestor
NCT00932724,gastrointestinal neoplasms,mesh-ancestor
NCT00932724,digestive system neoplasms,mesh-ancestor
NCT00932724,neoplasms by site,mesh-ancestor
NCT00932724,neoplasms,mesh-ancestor
NCT00932724,digestive system diseases,mesh-ancestor
NCT00932724,gastrointestinal diseases,mesh-ancestor
NCT00932724,colonic diseases,mesh-ancestor
NCT00932724,intestinal diseases,mesh-ancestor
NCT00932724,rectal diseases,mesh-ancestor
NCT00833768,renal insufficiency,mesh-ancestor
NCT00833768,phosphorus metabolism disorders,mesh-ancestor
NCT00833768,metabolic diseases,mesh-ancestor
NCT01138579,lymphoma,mesh-list
NCT01138579,leukemia,mesh-list
NCT01138579,neoplasms by histologic type,mesh-ancestor
NCT01138579,neoplasms,mesh-ancestor
NCT01138579,lymphoproliferative disorders,mesh-ancestor
NCT01138579,lymphatic diseases,mesh-ancestor
NCT01138579,immunoproliferative disorders,mesh-ancestor
NCT01138579,immune system diseases,mesh-ancestor
NCT00866684,skin neoplasms,mesh-list
NCT00866684,neoplasms by site,mesh-ancestor
NCT00866684,neoplasms,mesh-ancestor
NCT00866684,skin diseases,mesh-ancestor
NCT00875888,renal insufficiency,mesh-list
NCT00875888,acute kidney injury,mesh-list
NCT00875888,syndrome,mesh-list
NCT00875888,systemic inflammatory response syndrome,mesh-list
NCT00875888,disease,mesh-ancestor
NCT00875888,pathologic processes,mesh-ancestor
NCT00875888,inflammation,mesh-ancestor
NCT00875888,shock,mesh-ancestor
NCT00875888,kidney diseases,mesh-ancestor
NCT00875888,urologic diseases,mesh-ancestor
NCT00887276,pneumonia,mesh-list
NCT00887276,respiratory tract infections,mesh-ancestor
NCT00887276,infections,mesh-ancestor
NCT00887276,lung diseases,mesh-ancestor
NCT00887276,respiratory tract diseases,mesh-ancestor
NCT00950274,pathologic processes,mesh-ancestor
NCT00933374,urinary bladder neoplasms,mesh-list
NCT00933374,"carcinoma, transitional cell",mesh-list
NCT00933374,carcinoma,mesh-ancestor
NCT00933374,"neoplasms, glandular and epithelial",mesh-ancestor
NCT00933374,neoplasms by histologic type,mesh-ancestor
NCT00933374,neoplasms,mesh-ancestor
NCT00933374,urologic neoplasms,mesh-ancestor
NCT00933374,urogenital neoplasms,mesh-ancestor
NCT00933374,neoplasms by site,mesh-ancestor
NCT00933374,urinary bladder diseases,mesh-ancestor
NCT00933374,urologic diseases,mesh-ancestor
NCT00977132,preleukemia,mesh-list
NCT00977132,myelodysplastic syndromes,mesh-list
NCT00977132,syndrome,mesh-list
NCT00977132,disease,mesh-ancestor
NCT00977132,pathologic processes,mesh-ancestor
NCT00977132,bone marrow diseases,mesh-ancestor
NCT00977132,hematologic diseases,mesh-ancestor
NCT00977132,precancerous conditions,mesh-ancestor
NCT00977132,neoplasms,mesh-ancestor
NCT01563614,melanoma,mesh-list
NCT01563614,neoplasm metastasis,mesh-list
NCT01563614,meningeal carcinomatosis,mesh-list
NCT01563614,neuroendocrine tumors,mesh-ancestor
NCT01563614,neuroectodermal tumors,mesh-ancestor
NCT01563614,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT01563614,neoplasms by histologic type,mesh-ancestor
NCT01563614,neoplasms,mesh-ancestor
NCT01563614,"neoplasms, nerve tissue",mesh-ancestor
NCT01563614,nevi and melanomas,mesh-ancestor
NCT01563614,neoplastic processes,mesh-ancestor
NCT01563614,pathologic processes,mesh-ancestor
NCT01563614,meningeal neoplasms,mesh-ancestor
NCT01563614,central nervous system neoplasms,mesh-ancestor
NCT01563614,nervous system neoplasms,mesh-ancestor
NCT01563614,neoplasms by site,mesh-ancestor
NCT01563614,nervous system diseases,mesh-ancestor
NCT00542828,preleukemia,mesh-list
NCT00542828,myelodysplastic syndromes,mesh-list
NCT00542828,syndrome,mesh-list
NCT00542828,disease,mesh-ancestor
NCT00542828,pathologic processes,mesh-ancestor
NCT00542828,bone marrow diseases,mesh-ancestor
NCT00542828,hematologic diseases,mesh-ancestor
NCT00542828,precancerous conditions,mesh-ancestor
NCT00542828,neoplasms,mesh-ancestor
NCT01239992,metabolic syndrome,mesh-list
NCT01239992,hyperlipoproteinemias,mesh-list
NCT01239992,hyperlipidemias,mesh-list
NCT01239992,dyslipidemias,mesh-list
NCT01239992,insulin resistance,mesh-ancestor
NCT01239992,hyperinsulinism,mesh-ancestor
NCT01239992,glucose metabolism disorders,mesh-ancestor
NCT01239992,metabolic diseases,mesh-ancestor
NCT01239992,lipid metabolism disorders,mesh-ancestor
NCT01018953,carcinoid tumor,mesh-list
NCT01018953,malignant carcinoid syndrome,mesh-list
NCT01018953,syndrome,mesh-list
NCT01018953,serotonin syndrome,mesh-list
NCT01018953,disease,mesh-ancestor
NCT01018953,pathologic processes,mesh-ancestor
NCT01018953,neuroendocrine tumors,mesh-ancestor
NCT01018953,neuroectodermal tumors,mesh-ancestor
NCT01018953,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT01018953,neoplasms by histologic type,mesh-ancestor
NCT01018953,neoplasms,mesh-ancestor
NCT01018953,adenocarcinoma,mesh-ancestor
NCT01018953,carcinoma,mesh-ancestor
NCT01018953,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01018953,"neoplasms, nerve tissue",mesh-ancestor
NCT01018953,drug-related side effects and adverse reactions,mesh-ancestor
NCT01018953,chemically-induced disorders,mesh-ancestor
NCT02739685,coronary artery disease,mesh-list
NCT02739685,coronary disease,mesh-ancestor
NCT02739685,myocardial ischemia,mesh-ancestor
NCT02739685,heart diseases,mesh-ancestor
NCT02739685,cardiovascular diseases,mesh-ancestor
NCT02739685,arteriosclerosis,mesh-ancestor
NCT02728453,diabetes mellitus,mesh-list
NCT02728453,"diabetes mellitus, type 2",mesh-list
NCT02728453,glucose metabolism disorders,mesh-ancestor
NCT02728453,metabolic diseases,mesh-ancestor
NCT02728453,endocrine system diseases,mesh-ancestor
NCT02052193,melanoma,mesh-list
NCT02052193,neuroendocrine tumors,mesh-ancestor
NCT02052193,neuroectodermal tumors,mesh-ancestor
NCT02052193,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT02052193,neoplasms by histologic type,mesh-ancestor
NCT02052193,neoplasms,mesh-ancestor
NCT02052193,"neoplasms, nerve tissue",mesh-ancestor
NCT02052193,nevi and melanomas,mesh-ancestor
NCT00628797,"scleroderma, systemic",mesh-list
NCT00628797,"scleroderma, diffuse",mesh-list
NCT00628797,sclerosis,mesh-list
NCT00628797,pathologic processes,mesh-ancestor
NCT00628797,connective tissue diseases,mesh-ancestor
NCT00628797,skin diseases,mesh-ancestor
NCT00803309,hepatitis c,mesh-list
NCT00803309,"hepatitis c, chronic",mesh-list
NCT00803309,hepatitis,mesh-list
NCT00803309,liver diseases,mesh-ancestor
NCT00803309,digestive system diseases,mesh-ancestor
NCT00803309,"hepatitis, viral, human",mesh-ancestor
NCT00803309,virus diseases,mesh-ancestor
NCT00803309,infections,mesh-ancestor
NCT00803309,rna virus infections,mesh-ancestor
NCT00803309,blood-borne infections,mesh-ancestor
NCT00803309,communicable diseases,mesh-ancestor
NCT00803309,flaviviridae infections,mesh-ancestor
NCT00803309,"hepatitis, chronic",mesh-ancestor
NCT01098565,parkinson disease,mesh-list
NCT01098565,parkinsonian disorders,mesh-ancestor
NCT01098565,basal ganglia diseases,mesh-ancestor
NCT01098565,brain diseases,mesh-ancestor
NCT01098565,central nervous system diseases,mesh-ancestor
NCT01098565,nervous system diseases,mesh-ancestor
NCT01098565,movement disorders,mesh-ancestor
NCT01098565,synucleinopathies,mesh-ancestor
NCT01098565,neurodegenerative diseases,mesh-ancestor
NCT00893867,stroke,mesh-list
NCT00893867,ischemic stroke,mesh-list
NCT00893867,cerebral infarction,mesh-list
NCT00893867,ischemia,mesh-list
NCT00893867,cerebrovascular disorders,mesh-ancestor
NCT00893867,brain diseases,mesh-ancestor
NCT00893867,central nervous system diseases,mesh-ancestor
NCT00893867,nervous system diseases,mesh-ancestor
NCT00893867,vascular diseases,mesh-ancestor
NCT00893867,cardiovascular diseases,mesh-ancestor
NCT00893867,pathologic processes,mesh-ancestor
NCT00893867,brain infarction,mesh-ancestor
NCT00893867,brain ischemia,mesh-ancestor
NCT00893867,infarction,mesh-ancestor
NCT00893867,necrosis,mesh-ancestor
NCT01013168,neoplasms,mesh-list
NCT00447187,corneal diseases,mesh-list
NCT00447187,eye diseases,mesh-ancestor
NCT01069965,diabetes mellitus,mesh-list
NCT01069965,glucose metabolism disorders,mesh-ancestor
NCT01069965,metabolic diseases,mesh-ancestor
NCT01069965,endocrine system diseases,mesh-ancestor
NCT01071135,schizophrenia,mesh-list
NCT01071135,schizophrenia spectrum and other psychotic disorders,mesh-ancestor
NCT01071135,mental disorders,mesh-ancestor
NCT00359424,stroke,mesh-list
NCT00359424,cerebrovascular disorders,mesh-ancestor
NCT00359424,brain diseases,mesh-ancestor
NCT00359424,central nervous system diseases,mesh-ancestor
NCT00359424,nervous system diseases,mesh-ancestor
NCT00359424,vascular diseases,mesh-ancestor
NCT00359424,cardiovascular diseases,mesh-ancestor
NCT01080664,neoplasms,mesh-list
NCT01080664,hematologic neoplasms,mesh-list
NCT01080664,neoplasms by site,mesh-ancestor
NCT01080664,hematologic diseases,mesh-ancestor
NCT01079104,liver diseases,mesh-list
NCT01079104,critical illness,mesh-list
NCT01079104,disease attributes,mesh-ancestor
NCT01079104,pathologic processes,mesh-ancestor
NCT01079104,digestive system diseases,mesh-ancestor
NCT01055522,melanoma,mesh-list
NCT01055522,neuroendocrine tumors,mesh-ancestor
NCT01055522,neuroectodermal tumors,mesh-ancestor
NCT01055522,"neoplasms, germ cell and embryonal",mesh-ancestor
NCT01055522,neoplasms by histologic type,mesh-ancestor
NCT01055522,neoplasms,mesh-ancestor
NCT01055522,"neoplasms, nerve tissue",mesh-ancestor
NCT01055522,nevi and melanomas,mesh-ancestor
NCT00480077,heart failure,mesh-list
NCT00480077,heart diseases,mesh-ancestor
NCT00480077,cardiovascular diseases,mesh-ancestor
NCT01245985,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01245985,neoplasms by histologic type,mesh-ancestor
NCT01245985,"neoplasms, squamous cell",mesh-ancestor
NCT01245985,head and neck neoplasms,mesh-ancestor
NCT01245985,neoplasms by site,mesh-ancestor
NCT01245985,otorhinolaryngologic neoplasms,mesh-ancestor
NCT01245985,laryngeal diseases,mesh-ancestor
NCT01245985,respiratory tract diseases,mesh-ancestor
NCT01245985,respiratory tract neoplasms,mesh-ancestor
NCT01245985,otorhinolaryngologic diseases,mesh-ancestor
NCT01021423,lymphoma,mesh-list
NCT01021423,"lymphoma, non-hodgkin",mesh-list
NCT01021423,"lymphoma, mantle-cell",mesh-list
NCT01021423,neoplasms by histologic type,mesh-ancestor
NCT01021423,neoplasms,mesh-ancestor
NCT01021423,lymphoproliferative disorders,mesh-ancestor
NCT01021423,lymphatic diseases,mesh-ancestor
NCT01021423,immunoproliferative disorders,mesh-ancestor
NCT01021423,immune system diseases,mesh-ancestor
NCT00961142,leukemia,mesh-list
NCT00961142,precursor cell lymphoblastic leukemia-lymphoma,mesh-list
NCT00961142,neoplasms by histologic type,mesh-ancestor
NCT00961142,neoplasms,mesh-ancestor
NCT00961142,"leukemia, lymphoid",mesh-ancestor
NCT00961142,lymphoproliferative disorders,mesh-ancestor
NCT01030666,stomatognathic diseases,mesh-ancestor
NCT01690325,breast neoplasms,mesh-list
NCT01690325,neoplasms by site,mesh-ancestor
NCT01690325,neoplasms,mesh-ancestor
NCT01755871,multiple sclerosis,mesh-list
NCT01755871,"multiple sclerosis, relapsing-remitting",mesh-list
NCT01755871,pathologic processes,mesh-ancestor
NCT01755871,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT01755871,autoimmune diseases of the nervous system,mesh-ancestor
NCT01755871,nervous system diseases,mesh-ancestor
NCT01755871,demyelinating diseases,mesh-ancestor
NCT01755871,autoimmune diseases,mesh-ancestor
NCT01755871,immune system diseases,mesh-ancestor
NCT01775397,clostridium infections,mesh-list
NCT01775397,gram-positive bacterial infections,mesh-ancestor
NCT01775397,bacterial infections,mesh-ancestor
NCT01775397,bacterial infections and mycoses,mesh-ancestor
NCT01817738,prostatic neoplasms,mesh-list
NCT01817738,"genital neoplasms, male",mesh-ancestor
NCT01817738,urogenital neoplasms,mesh-ancestor
NCT01817738,neoplasms by site,mesh-ancestor
NCT01817738,neoplasms,mesh-ancestor
NCT01852526,spondylolisthesis,mesh-list
NCT01852526,spondylolysis,mesh-ancestor
NCT01852526,spondylosis,mesh-ancestor
NCT01852526,spinal diseases,mesh-ancestor
NCT01852526,bone diseases,mesh-ancestor
NCT01852526,musculoskeletal diseases,mesh-ancestor
NCT01900327,pancreatic neoplasms,mesh-list
NCT01900327,digestive system neoplasms,mesh-ancestor
NCT01900327,neoplasms by site,mesh-ancestor
NCT01900327,neoplasms,mesh-ancestor
NCT01900327,endocrine gland neoplasms,mesh-ancestor
NCT01900327,digestive system diseases,mesh-ancestor
NCT01900327,pancreatic diseases,mesh-ancestor
NCT01900327,endocrine system diseases,mesh-ancestor
NCT00505570,migraine disorders,mesh-list
NCT00505570,migraine with aura,mesh-list
NCT00505570,"foramen ovale, patent",mesh-list
NCT00505570,"headache disorders, primary",mesh-ancestor
NCT00505570,headache disorders,mesh-ancestor
NCT00505570,brain diseases,mesh-ancestor
NCT00505570,central nervous system diseases,mesh-ancestor
NCT00505570,nervous system diseases,mesh-ancestor
NCT00505570,"heart septal defects, atrial",mesh-ancestor
NCT00505570,heart septal defects,mesh-ancestor
NCT00505570,"heart defects, congenital",mesh-ancestor
NCT00505570,cardiovascular abnormalities,mesh-ancestor
NCT00505570,cardiovascular diseases,mesh-ancestor
NCT00505570,heart diseases,mesh-ancestor
NCT00505570,congenital abnormalities,mesh-ancestor
NCT00405873,carcinoma,mesh-list
NCT00405873,"carcinoma, hepatocellular",mesh-list
NCT00405873,"neoplasms, glandular and epithelial",mesh-ancestor
NCT00405873,neoplasms by histologic type,mesh-ancestor
NCT00405873,neoplasms,mesh-ancestor
NCT00405873,adenocarcinoma,mesh-ancestor
NCT00405873,liver neoplasms,mesh-ancestor
NCT00405873,digestive system neoplasms,mesh-ancestor
NCT00405873,neoplasms by site,mesh-ancestor
NCT00405873,digestive system diseases,mesh-ancestor
NCT00405873,liver diseases,mesh-ancestor
NCT00512980,lymphoma,mesh-list
NCT00512980,hodgkin disease,mesh-list
NCT00512980,neoplasms by histologic type,mesh-ancestor
NCT00512980,neoplasms,mesh-ancestor
NCT00512980,lymphoproliferative disorders,mesh-ancestor
NCT00512980,lymphatic diseases,mesh-ancestor
NCT00512980,immunoproliferative disorders,mesh-ancestor
NCT00512980,immune system diseases,mesh-ancestor
NCT02019498,back pain,mesh-list
NCT02019498,low back pain,mesh-list
NCT02019498,pain,mesh-ancestor
NCT02019498,neurologic manifestations,mesh-ancestor
NCT02077309,metabolic diseases,mesh-ancestor
NCT00150878,leukemia,mesh-list
NCT00150878,"leukemia, myeloid",mesh-list
